from_stop_id,to_stop_id,transfer_type,min_transfer_time
EE710,EE725,2,300
EE725,EE705,2,300
EE725,EE710,2,300
EE725,EE730,2,300
EE728,EE740,2,300
EE730,EE725,2,300
EE730,EE766,2,300
EE735,EE698,2,300
EE735,EE745,2,300
EE740,EE728,2,300
EE745,EE690,2,300
EE745,EE698,2,300
EE745,EE735,2,300
EE750,EE480,2,300
EE750,EE680,2,300
EE750,EE690,2,300
EE766,EE730,2,300
EE766,EE771,2,300
EE771,EE766,2,300
EE902,EE912,2,300
EE902,EE982,2,300
EE902,EE990,2,300
EE902,EE995,2,300
EE912,EE902,2,300
EE912,EE922,2,300
EE912,EE932,2,300
EE912,EE982,2,300
EE912,EE990,2,300
EE912,EE995,2,300
EE922,EE912,2,300
EE922,EE932,2,300
EE922,EE942,2,300
EE922,EE982,2,300
EE922,EE990,2,300
EE922,EE995,2,300
EE932,EE912,2,300
EE932,EE922,2,300
EE932,EE942,2,300
EE932,EE990,2,300
EE932,EE995,2,300
EE942,EE922,2,300
EE942,EE932,2,300
EE982,EE902,2,300
EE982,EE912,2,300
EE982,EE922,2,300
EE982,EE990,2,300
EE982,EE995,2,300
EE990,EE902,2,300
EE990,EE912,2,300
EE990,EE922,2,300
EE990,EE932,2,300
EE990,EE982,2,300
EE990,EE995,2,300
EE995,EE902,2,300
EE995,EE912,2,300
EE995,EE922,2,300
EE995,EE932,2,300
EE995,EE982,2,300
EE995,EE990,2,300
EF020,EF030,2,300
EF030,EF020,2,300
EF030,EF050,2,300
EF050,EF030,2,300
EF050,EF060,2,300
EF060,EF050,2,300
EF060,EF070,2,300
EF060,EG060,2,300
EF070,EF060,2,300
EF070,EF080,2,300
EF070,EG050,2,300
EF070,EG060,2,300
EF080,EF070,2,300
EF080,EG050,2,300
EF080,EG060,2,300
EF080,EG550,2,300
EF490,EF500,2,300
EF500,EF490,2,300
EF500,EF520,2,300
EF520,EF500,2,300
EF530,EF550,2,300
EF550,EF530,2,300
EF620,EF630,2,300
EF630,EF620,2,300
EF660,EF670,2,300
EF670,EF660,2,300
EF670,EF690,2,300
EF690,EF670,2,300
EF690,EF710,2,300
EF710,EF690,2,300
EF745,EF855,2,300
EF855,EF745,2,300
EF855,EG005,2,300
EF860,EF870,2,300
EF862,EF872,2,300
EF862,EG001,2,300
EF862,EG002,2,300
EF865,EF875,2,300
EF870,EF860,2,300
EF872,EF862,2,300
EF872,EG001,2,300
EF872,EG002,2,300
EF875,EF865,2,300
EG001,EF862,2,300
EG001,EF872,2,300
EG001,EG002,2,300
EG002,EF862,2,300
EG002,EF872,2,300
EG002,EG001,2,300
EG004,EG006,2,300
EG004,EG007,2,300
EG005,EF855,2,300
EG005,EG020,2,300
EG006,EG004,2,300
EG006,EG007,2,300
EG007,EG004,2,300
EG007,EG006,2,300
EG020,EG005,2,300
EG050,EF070,2,300
EG050,EF080,2,300
EG050,EG060,2,300
EG050,EG540,2,300
EG060,EF060,2,300
EG060,EF070,2,300
EG060,EF080,2,300
EG060,EG050,2,300
EG060,EG530,2,300
EG060,EG540,2,300
EG080,EG510,2,300
EG100,EG110,2,300
EG110,EG100,2,300
EG120,EG130,2,300
EG125,EG135,2,300
EG130,EG120,2,300
EG135,EG125,2,300
EG140,EG150,2,300
EG150,EG140,2,300
EG170,EG180,2,300
EG180,EG170,2,300
EG400,EG410,2,300
EG410,EG400,2,300
EG420,EG430,2,300
EG430,EG420,2,300
EG450,EG460,2,300
EG460,EG450,2,300
EG480,EG500,2,300
EG480,EG510,2,300
EG480,EG520,2,300
EG480,EG525,2,300
EG480,EG620,2,300
EG480,EG630,2,300
EG500,EG480,2,300
EG500,EG510,2,300
EG500,EG520,2,300
EG500,EG525,2,300
EG500,EG620,2,300
EG500,EG630,2,300
EG510,EG080,2,300
EG510,EG480,2,300
EG510,EG500,2,300
EG510,EG520,2,300
EG510,EG525,2,300
EG510,EG620,2,300
EG510,EG630,2,300
EG520,EG480,2,300
EG520,EG500,2,300
EG520,EG510,2,300
EG520,EG525,2,300
EG520,EG570,2,300
EG525,EG480,2,300
EG525,EG500,2,300
EG525,EG510,2,300
EG525,EG520,2,300
EG525,EG620,2,300
EG525,EG630,2,300
EG530,EG060,2,300
EG530,EG540,2,300
EG530,EG570,2,300
EG530,EG575,2,300
EG540,EG050,2,300
EG540,EG060,2,300
EG540,EG530,2,300
EG540,EG575,2,300
EG540,EG580,2,300
EG550,EF080,2,300
EG550,EG560,2,300
EG560,EG550,2,300
EG570,EG520,2,300
EG570,EG530,2,300
EG570,EG575,2,300
EG575,EG530,2,300
EG575,EG540,2,300
EG575,EG570,2,300
EG580,EG540,2,300
EG580,EG590,2,300
EG580,EG600,2,300
EG580,EG610,2,300
EG590,EG580,2,300
EG590,EG600,2,300
EG590,EG610,2,300
EG600,EG580,2,300
EG600,EG590,2,300
EG600,EG610,2,300
EG610,EG580,2,300
EG610,EG590,2,300
EG610,EG600,2,300
EG620,EG480,2,300
EG620,EG500,2,300
EG620,EG510,2,300
EG620,EG525,2,300
EG620,EG630,2,300
EG630,EG480,2,300
EG630,EG500,2,300
EG630,EG510,2,300
EG630,EG525,2,300
EG630,EG620,2,300
EH002,EH004,2,300
EH004,EH002,2,300
EH006,EH008,2,300
EH008,EH006,2,300
EH009,EH010,2,300
EH009,EH015,2,300
EH009,EH016,2,300
EH010,EH009,2,300
EH010,EH016,2,300
EH012,EH019,2,300
EH012,EH020,2,300
EH015,EH009,2,300
EH015,EH016,2,300
EH016,EH009,2,300
EH016,EH010,2,300
EH016,EH015,2,300
EH019,EH012,2,300
EH019,EH020,2,300
EH020,EH012,2,300
EH020,EH019,2,300
EH160,EH170,2,300
EH170,EH160,2,300
EH400,EH410,2,300
EH410,EH400,2,300
EH420,EH430,2,300
EH430,EH420,2,300
EH441,EH450,2,300
EH450,EH441,2,300
EH456,EH458,2,300
EH458,EH456,2,300
EH460,EH493,2,300
EH493,EH460,2,300
EH500,EH510,2,300
EH510,EH500,2,300
EH530,EH535,2,300
EH535,EH530,2,300
EH700,EH705,2,300
EH705,EH700,2,300
EH710,EH715,2,300
EH715,EH710,2,300
EI241,EI242,2,300
EI241,EI249,2,300
EI242,EI241,2,300
EI244,EI246,2,300
EI244,EI252,2,300
EI244,EI475,2,300
EI246,EI244,2,300
EI246,EI252,2,300
EI246,EI475,2,300
EI248,EI250,2,300
EI249,EI241,2,300
EI249,EI252,2,300
EI249,EI475,2,300
EI250,EI248,2,300
EI252,EI244,2,300
EI252,EI246,2,300
EI252,EI249,2,300
EI252,EI475,2,300
EI272,EI400,2,300
EI272,EI405,2,300
EI272,EJ290,2,300
EI272,EJ747,2,300
EI280,EJ287,2,300
EI280,EJ292,2,300
EI300,EI305,2,300
EI305,EI300,2,300
EI310,EI320,2,300
EI320,EI310,2,300
EI330,EI340,2,300
EI340,EI330,2,300
EI390,EI395,2,300
EI390,EI835,2,300
EI390,EI845,2,300
EI390,EI850,2,300
EI390,EI855,2,300
EI395,EI390,2,300
EI395,EI845,2,300
EI395,EI855,2,300
EI400,EI272,2,300
EI400,EI405,2,300
EI400,EJ747,2,300
EI405,EI272,2,300
EI405,EI400,2,300
EI405,EJ747,2,300
EI455,EI465,2,300
EI455,EI809,2,300
EI465,EI455,2,300
EI465,EI809,2,300
EI470,EI480,2,300
EI475,EI244,2,300
EI475,EI246,2,300
EI475,EI249,2,300
EI475,EI252,2,300
EI480,EI470,2,300
EI611,EI612,2,300
EI611,EJ743,2,300
EI611,EJ744,2,300
EI611,EJ745,2,300
EI611,EJ751,2,300
EI612,EI611,2,300
EI612,EJ743,2,300
EI612,EJ744,2,300
EI618,EI619,2,300
EI618,EI620,2,300
EI619,EI618,2,300
EI620,EI618,2,300
EI620,EI630,2,300
EI630,EI620,2,300
EI640,EI650,2,300
EI650,EI640,2,300
EI650,EI670,2,300
EI660,EI670,2,300
EI660,EI680,2,300
EI660,EI690,2,300
EI670,EI650,2,300
EI670,EI660,2,300
EI670,EI680,2,300
EI670,EI690,2,300
EI680,EI660,2,300
EI680,EI670,2,300
EI680,EI690,2,300
EI690,EI660,2,300
EI690,EI670,2,300
EI690,EI680,2,300
EI700,EI710,2,300
EI710,EI700,2,300
EI720,EI730,2,300
EI730,EI720,2,300
EI730,EI760,2,300
EI730,EI770,2,300
EI740,EI750,2,300
EI750,EI740,2,300
EI760,EI730,2,300
EI760,EI770,2,300
EI770,EI730,2,300
EI770,EI760,2,300
EI780,EI790,2,300
EI780,EK570,2,300
EI780,EK580,2,300
EI780,EK640,2,300
EI790,EI780,2,300
EI790,EK570,2,300
EI790,EK580,2,300
EI790,EK610,2,300
EI790,EK630,2,300
EI790,EK640,2,300
EI801,EI803,2,300
EI803,EI801,2,300
EI806,EI807,2,300
EI807,EI806,2,300
EI809,EI455,2,300
EI809,EI465,2,300
EI809,EI811,2,300
EI811,EI809,2,300
EI811,EI815,2,300
EI815,EI811,2,300
EI820,EI830,2,300
EI820,EI835,2,300
EI820,EI855,2,300
EI830,EI820,2,300
EI830,EI835,2,300
EI835,EI390,2,300
EI835,EI820,2,300
EI835,EI830,2,300
EI835,EI840,2,300
EI835,EI845,2,300
EI835,EI850,2,300
EI840,EI835,2,300
EI840,EI845,2,300
EI840,EI850,2,300
EI845,EI390,2,300
EI845,EI395,2,300
EI845,EI835,2,300
EI845,EI840,2,300
EI845,EI850,2,300
EI850,EI390,2,300
EI850,EI835,2,300
EI850,EI840,2,300
EI850,EI845,2,300
EI855,EI390,2,300
EI855,EI395,2,300
EI855,EI820,2,300
EJ030,EJ040,2,300
EJ030,EJ090,2,300
EJ030,EP900,2,300
EJ030,EP910,2,300
EJ030,EP950,2,300
EJ040,EJ030,2,300
EJ040,EJ090,2,300
EJ040,EP900,2,300
EJ040,EP910,2,300
EJ040,EP950,2,300
EJ040,EP960,2,300
EJ045,EJ070,2,300
EJ070,EJ045,2,300
EJ090,EJ030,2,300
EJ090,EJ040,2,300
EJ100,EJ680,2,300
EJ110,EJ670,2,300
EJ110,EJ690,2,300
EJ130,EJ140,2,300
EJ140,EJ130,2,300
EJ150,EJ160,2,300
EJ160,EJ150,2,300
EJ170,EJ180,2,300
EJ170,EJ715,2,300
EJ170,EJ720,2,300
EJ180,EJ170,2,300
EJ180,EJ705,2,300
EJ180,EJ712,2,300
EJ180,EJ715,2,300
EJ180,EJ720,2,300
EJ190,EJ705,2,300
EJ190,EJ710,2,300
EJ190,EJ712,2,300
EJ220,EK720,2,300
EJ230,EK690,2,300
EJ230,EK700,2,300
EJ230,EK710,2,300
EJ230,EK720,2,300
EJ240,EJ250,2,300
EJ250,EJ240,2,300
EJ260,EJ265,2,300
EJ265,EJ260,2,300
EJ270,EJ275,2,300
EJ275,EJ270,2,300
EJ280,EJ285,2,300
EJ280,EJ461,2,300
EJ284,EJ286,2,300
EJ285,EJ280,2,300
EJ285,EJ461,2,300
EJ286,EJ284,2,300
EJ287,EI280,2,300
EJ287,EJ292,2,300
EJ290,EI272,2,300
EJ290,EJ295,2,300
EJ290,EJ747,2,300
EJ292,EI280,2,300
EJ292,EJ287,2,300
EJ295,EJ290,2,300
EJ295,EJ745,2,300
EJ295,EJ751,2,300
EJ461,EJ280,2,300
EJ461,EJ285,2,300
EJ470,EJ481,2,300
EJ481,EJ470,2,300
EJ490,EJ500,2,300
EJ490,EJ765,2,300
EJ490,EJ770,2,300
EJ490,EJ775,2,300
EJ500,EJ490,2,300
EJ500,EJ770,2,300
EJ500,EJ775,2,300
EJ510,EJ515,2,300
EJ515,EJ510,2,300
EJ630,EJ640,2,300
EJ630,EJ650,2,300
EJ640,EJ630,2,300
EJ640,EJ650,2,300
EJ640,EJ660,2,300
EJ650,EJ630,2,300
EJ650,EJ640,2,300
EJ650,EJ660,2,300
EJ660,EJ640,2,300
EJ660,EJ650,2,300
EJ670,EJ110,2,300
EJ670,EJ680,2,300
EJ670,EJ690,2,300
EJ680,EJ100,2,300
EJ680,EJ670,2,300
EJ690,EJ110,2,300
EJ690,EJ670,2,300
EJ695,EJ700,2,300
EJ700,EJ695,2,300
EJ705,EJ180,2,300
EJ705,EJ190,2,300
EJ705,EJ710,2,300
EJ705,EJ712,2,300
EJ710,EJ190,2,300
EJ710,EJ705,2,300
EJ712,EJ180,2,300
EJ712,EJ190,2,300
EJ712,EJ705,2,300
EJ712,EJ715,2,300
EJ712,EJ720,2,300
EJ715,EJ170,2,300
EJ715,EJ180,2,300
EJ715,EJ712,2,300
EJ715,EJ720,2,300
EJ720,EJ170,2,300
EJ720,EJ180,2,300
EJ720,EJ712,2,300
EJ720,EJ715,2,300
EJ722,EJ728,2,300
EJ725,EJ730,2,300
EJ725,EJ785,2,300
EJ725,EJ790,2,300
EJ728,EJ722,2,300
EJ729,EJ738,2,300
EJ730,EJ725,2,300
EJ730,EJ785,2,300
EJ730,EJ790,2,300
EJ731,EJ737,2,300
EJ733,EJ734,2,300
EJ733,EJ735,2,300
EJ733,EJ736,2,300
EJ734,EJ733,2,300
EJ734,EJ735,2,300
EJ734,EJ736,2,300
EJ735,EJ733,2,300
EJ735,EJ734,2,300
EJ735,EJ736,2,300
EJ736,EJ733,2,300
EJ736,EJ734,2,300
EJ736,EJ735,2,300
EJ737,EJ731,2,300
EJ738,EJ729,2,300
EJ741,EJ742,2,300
EJ741,EJ743,2,300
EJ742,EJ741,2,300
EJ743,EI611,2,300
EJ743,EI612,2,300
EJ743,EJ741,2,300
EJ743,EJ744,2,300
EJ744,EI611,2,300
EJ744,EI612,2,300
EJ744,EJ743,2,300
EJ745,EI611,2,300
EJ745,EJ295,2,300
EJ745,EJ751,2,300
EJ747,EI272,2,300
EJ747,EI400,2,300
EJ747,EI405,2,300
EJ747,EJ290,2,300
EJ748,EJ749,2,300
EJ749,EJ748,2,300
EJ751,EI611,2,300
EJ751,EJ295,2,300
EJ751,EJ745,2,300
EJ755,EJ808,2,300
EJ760,EJ765,2,300
EJ765,EJ490,2,300
EJ765,EJ760,2,300
EJ765,EJ770,2,300
EJ765,EJ775,2,300
EJ770,EJ490,2,300
EJ770,EJ500,2,300
EJ770,EJ765,2,300
EJ770,EJ775,2,300
EJ774,EJ776,2,300
EJ775,EJ490,2,300
EJ775,EJ500,2,300
EJ775,EJ765,2,300
EJ775,EJ770,2,300
EJ776,EJ774,2,300
EJ777,EJ778,2,300
EJ778,EJ777,2,300
EJ779,EJ780,2,300
EJ780,EJ779,2,300
EJ785,EJ725,2,300
EJ785,EJ730,2,300
EJ790,EJ725,2,300
EJ790,EJ730,2,300
EJ805,EJ810,2,300
EJ808,EJ755,2,300
EJ808,EJ816,2,300
EJ810,EJ805,2,300
EJ815,EJ820,2,300
EJ816,EJ808,2,300
EJ817,EJ822,2,300
EJ817,EM301,2,300
EJ820,EJ815,2,300
EJ822,EJ817,2,300
EJ822,EJ865,2,300
EJ822,EM301,2,300
EJ825,EJ830,2,300
EJ827,EJ832,2,300
EJ827,EJ840,2,300
EJ830,EJ825,2,300
EJ832,EJ827,2,300
EJ835,EJ840,2,300
EJ835,EJ845,2,300
EJ835,EJ850,2,300
EJ840,EJ827,2,300
EJ840,EJ835,2,300
EJ840,EJ845,2,300
EJ840,EJ850,2,300
EJ845,EJ835,2,300
EJ845,EJ840,2,300
EJ845,EJ850,2,300
EJ847,EJ852,2,300
EJ850,EJ835,2,300
EJ850,EJ840,2,300
EJ850,EJ845,2,300
EJ852,EJ847,2,300
EJ865,EJ822,2,300
EJ865,EM301,2,300
EJ880,EJ885,2,300
EJ880,EJ890,2,300
EJ880,EJ891,2,300
EJ885,EJ880,2,300
EJ890,EJ880,2,300
EJ890,EJ891,2,300
EJ890,EJ895,2,300
EJ891,EJ880,2,300
EJ891,EJ890,2,300
EJ891,EJ895,2,300
EJ895,EJ890,2,300
EJ895,EJ891,2,300
EJ895,EM750,2,300
EK010,EK020,2,300
EK010,EK030,2,300
EK020,EK010,2,300
EK020,EK030,2,300
EK025,EK035,2,300
EK025,EK510,2,300
EK030,EK010,2,300
EK030,EK020,2,300
EK035,EK025,2,300
EK035,EK510,2,300
EK040,EK050,2,300
EK045,EK490,2,300
EK045,EL082,2,300
EK048,EK091,2,300
EK048,EK095,2,300
EK050,EK040,2,300
EK091,EK048,2,300
EK091,EK095,2,300
EK095,EK048,2,300
EK095,EK091,2,300
EK100,EK110,2,300
EK110,EK100,2,300
EK110,EK115,2,300
EK115,EK110,2,300
EK115,EK120,2,300
EK120,EK115,2,300
EK130,EK650,2,300
EK130,EK660,2,300
EK140,EK650,2,300
EK140,EK660,2,300
EK150,EK630,2,300
EK150,EK640,2,300
EK160,EK170,2,300
EK160,EK180,2,300
EK160,EK960,2,300
EK170,EK160,2,300
EK170,EK180,2,300
EK170,EK905,2,300
EK170,EK960,2,300
EK180,EK160,2,300
EK180,EK170,2,300
EK190,EK530,2,300
EK190,EK910,2,300
EK190,EK930,2,300
EK190,EK970,2,300
EK210,EK220,2,300
EK210,EK230,2,300
EK210,EK240,2,300
EK220,EK210,2,300
EK220,EK230,2,300
EK220,EK240,2,300
EK220,EK550,2,300
EK220,EK560,2,300
EK230,EK210,2,300
EK230,EK220,2,300
EK230,EK240,2,300
EK240,EK210,2,300
EK240,EK220,2,300
EK240,EK230,2,300
EK250,EK260,2,300
EK260,EK250,2,300
EK270,EK280,2,300
EK280,EK270,2,300
EK290,EK295,2,300
EK290,EK300,2,300
EK290,EK305,2,300
EK290,EK310,2,300
EK290,EK320,2,300
EK295,EK290,2,300
EK295,EK300,2,300
EK295,EK305,2,300
EK295,EK310,2,300
EK295,EK320,2,300
EK300,EK290,2,300
EK300,EK295,2,300
EK300,EK305,2,300
EK300,EK310,2,300
EK300,EK320,2,300
EK305,EK290,2,300
EK305,EK295,2,300
EK305,EK300,2,300
EK305,EK310,2,300
EK305,EK320,2,300
EK310,EK290,2,300
EK310,EK295,2,300
EK310,EK300,2,300
EK310,EK305,2,300
EK310,EK320,2,300
EK320,EK290,2,300
EK320,EK295,2,300
EK320,EK300,2,300
EK320,EK305,2,300
EK320,EK310,2,300
EK330,EK340,2,300
EK340,EK330,2,300
EK350,EK360,2,300
EK350,EK370,2,300
EK350,EK380,2,300
EK360,EK350,2,300
EK360,EK370,2,300
EK360,EK380,2,300
EK370,EK350,2,300
EK370,EK360,2,300
EK370,EK380,2,300
EK380,EK350,2,300
EK380,EK360,2,300
EK380,EK370,2,300
EK390,EK400,2,300
EK400,EK390,2,300
EK410,EK420,2,300
EK420,EK410,2,300
EK440,EK450,2,300
EK450,EK440,2,300
EK450,EK460,2,300
EK460,EK450,2,300
EK470,EK480,2,300
EK470,EK540,2,300
EK480,EK470,2,300
EK480,EK530,2,300
EK480,EK540,2,300
EK490,EK045,2,300
EK490,EL082,2,300
EK510,EK025,2,300
EK510,EK035,2,300
EK510,EK520,2,300
EK520,EK510,2,300
EK530,EK190,2,300
EK530,EK480,2,300
EK530,EK540,2,300
EK540,EK470,2,300
EK540,EK480,2,300
EK540,EK530,2,300
EK540,EK550,2,300
EK540,EK560,2,300
EK550,EK220,2,300
EK550,EK540,2,300
EK550,EK560,2,300
EK560,EK220,2,300
EK560,EK540,2,300
EK560,EK550,2,300
EK570,EI780,2,300
EK570,EI790,2,300
EK570,EK580,2,300
EK570,EK610,2,300
EK570,EK630,2,300
EK570,EK640,2,300
EK580,EI780,2,300
EK580,EI790,2,300
EK580,EK570,2,300
EK580,EK610,2,300
EK580,EK630,2,300
EK580,EK640,2,300
EK590,EK600,2,300
EK600,EK590,2,300
EK610,EI790,2,300
EK610,EK570,2,300
EK610,EK580,2,300
EK610,EK630,2,300
EK610,EK640,2,300
EK630,EI790,2,300
EK630,EK150,2,300
EK630,EK570,2,300
EK630,EK580,2,300
EK630,EK610,2,300
EK630,EK640,2,300
EK640,EI780,2,300
EK640,EI790,2,300
EK640,EK150,2,300
EK640,EK570,2,300
EK640,EK580,2,300
EK640,EK610,2,300
EK640,EK630,2,300
EK650,EK130,2,300
EK650,EK140,2,300
EK650,EK660,2,300
EK660,EK130,2,300
EK660,EK140,2,300
EK660,EK650,2,300
EK670,EK680,2,300
EK670,EK690,2,300
EK680,EK670,2,300
EK680,EK690,2,300
EK680,EK700,2,300
EK690,EJ230,2,300
EK690,EK670,2,300
EK690,EK680,2,300
EK690,EK700,2,300
EK690,EK710,2,300
EK690,EK720,2,300
EK700,EJ230,2,300
EK700,EK680,2,300
EK700,EK690,2,300
EK700,EK710,2,300
EK700,EK720,2,300
EK710,EJ230,2,300
EK710,EK690,2,300
EK710,EK700,2,300
EK710,EK720,2,300
EK720,EJ220,2,300
EK720,EJ230,2,300
EK720,EK690,2,300
EK720,EK700,2,300
EK720,EK710,2,300
EK900,EK905,2,300
EK900,EK940,2,300
EK900,EK960,2,300
EK905,EK170,2,300
EK905,EK900,2,300
EK905,EK940,2,300
EK905,EK960,2,300
EK910,EK190,2,300
EK910,EK930,2,300
EK910,EK970,2,300
EK930,EK190,2,300
EK930,EK910,2,300
EK930,EK970,2,300
EK940,EK900,2,300
EK940,EK905,2,300
EK940,EK960,2,300
EK960,EK160,2,300
EK960,EK170,2,300
EK960,EK900,2,300
EK960,EK905,2,300
EK960,EK940,2,300
EK970,EK190,2,300
EK970,EK910,2,300
EK970,EK930,2,300
EL082,EK045,2,300
EL082,EK490,2,300
EL085,EL095,2,300
EL095,EL085,2,300
EL100,EL110,2,300
EL110,EL100,2,300
EL120,EL130,2,300
EL120,EL480,2,300
EL120,EL490,2,300
EL130,EL120,2,300
EL140,EL150,2,300
EL150,EL140,2,300
EL160,EL170,2,300
EL160,EL400,2,300
EL160,EL410,2,300
EL170,EL160,2,300
EL170,EL420,2,300
EL170,EL430,2,300
EL180,EL185,2,300
EL185,EL180,2,300
EL210,EL365,2,300
EL220,EL230,2,300
EL230,EL220,2,300
EL240,EL250,2,300
EL250,EL240,2,300
EL260,EL270,2,300
EL270,EL260,2,300
EL280,EL290,2,300
EL285,EL295,2,300
EL290,EL280,2,300
EL295,EL285,2,300
EL313,EL315,2,300
EL315,EL313,2,300
EL335,EL340,2,300
EL340,EL335,2,300
EL350,EL360,2,300
EL350,EP910,2,300
EL350,EP920,2,300
EL350,EP930,2,300
EL360,EL350,2,300
EL360,EP910,2,300
EL360,EP920,2,300
EL365,EL210,2,300
EL365,EP960,2,300
EL400,EL160,2,300
EL400,EL410,2,300
EL410,EL160,2,300
EL410,EL400,2,300
EL420,EL170,2,300
EL420,EL430,2,300
EL430,EL170,2,300
EL430,EL420,2,300
EL440,EL450,2,300
EL440,EL460,2,300
EL450,EL440,2,300
EL450,EL460,2,300
EL460,EL440,2,300
EL460,EL450,2,300
EL460,EL470,2,300
EL470,EL460,2,300
EL480,EL120,2,300
EL480,EL490,2,300
EL490,EL120,2,300
EL490,EL480,2,300
EL505,EL530,2,300
EL510,EL520,2,300
EL520,EL510,2,300
EL530,EL505,2,300
EL550,EL560,2,300
EL560,EL550,2,300
EL600,EL610,2,300
EL610,EL600,2,300
EL615,EL620,2,300
EL620,EL615,2,300
EM010,EM020,2,300
EM010,EM085,2,300
EM010,EM086,2,300
EM010,EM110,2,300
EM020,EM010,2,300
EM020,EM086,2,300
EM020,EM100,2,300
EM020,EM110,2,300
EM045,EM720,2,300
EM050,EM055,2,300
EM050,EM730,2,300
EM050,EM740,2,300
EM055,EM050,2,300
EM057,EM065,2,300
EM060,EM095,2,300
EM060,EM096,2,300
EM065,EM057,2,300
EM073,EM085,2,300
EM073,EM092,2,300
EM073,EM093,2,300
EM085,EM010,2,300
EM085,EM073,2,300
EM085,EM086,2,300
EM086,EM010,2,300
EM086,EM020,2,300
EM086,EM085,2,300
EM092,EM073,2,300
EM092,EM093,2,300
EM093,EM073,2,300
EM093,EM092,2,300
EM095,EM060,2,300
EM095,EM096,2,300
EM096,EM060,2,300
EM096,EM095,2,300
EM100,EM020,2,300
EM100,EM108,2,300
EM100,EM110,2,300
EM108,EM100,2,300
EM110,EM010,2,300
EM110,EM020,2,300
EM110,EM100,2,300
EM130,EM140,2,300
EM140,EM130,2,300
EM150,EM160,2,300
EM150,EM170,2,300
EM150,EM180,2,300
EM150,EM800,2,300
EM150,EM805,2,300
EM160,EM150,2,300
EM160,EM170,2,300
EM160,EM180,2,300
EM160,EM800,2,300
EM160,EM805,2,300
EM170,EM150,2,300
EM170,EM160,2,300
EM170,EM180,2,300
EM180,EM150,2,300
EM180,EM160,2,300
EM180,EM170,2,300
EM190,EM200,2,300
EM200,EM190,2,300
EM210,EM220,2,300
EM220,EM210,2,300
EM230,EM240,2,300
EM230,EM250,2,300
EM230,EM280,2,300
EM240,EM230,2,300
EM240,EM250,2,300
EM240,EM280,2,300
EM250,EM230,2,300
EM250,EM240,2,300
EM250,EM260,2,300
EM250,EM280,2,300
EM260,EM250,2,300
EM270,EM280,2,300
EM270,EM285,2,300
EM280,EM230,2,300
EM280,EM240,2,300
EM280,EM250,2,300
EM280,EM270,2,300
EM280,EM285,2,300
EM285,EM270,2,300
EM285,EM280,2,300
EM290,EM297,2,300
EM290,EM300,2,300
EM290,EM304,2,300
EM293,EM302,2,300
EM295,EM303,2,300
EM297,EM290,2,300
EM297,EM300,2,300
EM297,EM304,2,300
EM300,EM290,2,300
EM300,EM297,2,300
EM300,EM304,2,300
EM301,EJ817,2,300
EM301,EJ822,2,300
EM301,EJ865,2,300
EM302,EM293,2,300
EM303,EM295,2,300
EM304,EM290,2,300
EM304,EM297,2,300
EM304,EM300,2,300
EM305,EM315,2,300
EM310,EM320,2,300
EM310,EM520,2,300
EM310,EM530,2,300
EM315,EM305,2,300
EM320,EM310,2,300
EM320,EM520,2,300
EM330,EM340,2,300
EM330,EM500,2,300
EM330,EM510,2,300
EM340,EM330,2,300
EM340,EM500,2,300
EM340,EM510,2,300
EM350,EM360,2,300
EM350,EO112,2,300
EM360,EM350,2,300
EM360,EO101,2,300
EM370,EM385,2,300
EM370,EM760,2,300
EM370,EM769,2,300
EM385,EM370,2,300
EM385,EM760,2,300
EM385,EM769,2,300
EM390,EM400,2,300
EM390,EM760,2,300
EM400,EM390,2,300
EM400,EM760,2,300
EM410,EM765,2,300
EM410,EM767,2,300
EM411,EM420,2,300
EM411,EM440,2,300
EM411,EM450,2,300
EM420,EM411,2,300
EM440,EM411,2,300
EM440,EM450,2,300
EM450,EM411,2,300
EM450,EM440,2,300
EM450,EM470,2,300
EM460,EM470,2,300
EM460,EM770,2,300
EM470,EM450,2,300
EM470,EM460,2,300
EM480,EM490,2,300
EM490,EM480,2,300
EM500,EM330,2,300
EM500,EM340,2,300
EM500,EM510,2,300
EM510,EM330,2,300
EM510,EM340,2,300
EM510,EM500,2,300
EM520,EM310,2,300
EM520,EM320,2,300
EM520,EM530,2,300
EM520,EM540,2,300
EM530,EM310,2,300
EM530,EM520,2,300
EM530,EM540,2,300
EM530,EM550,2,300
EM540,EM520,2,300
EM540,EM530,2,300
EM540,EM550,2,300
EM550,EM530,2,300
EM550,EM540,2,300
EM560,EM570,2,300
EM560,EM575,2,300
EM560,EM580,2,300
EM570,EM560,2,300
EM570,EM575,2,300
EM570,EM580,2,300
EM575,EM560,2,300
EM575,EM570,2,300
EM575,EM580,2,300
EM580,EM560,2,300
EM580,EM570,2,300
EM580,EM575,2,300
EM590,EM600,2,300
EM590,EM610,2,300
EM590,EM620,2,300
EM590,EM825,2,300
EM600,EM590,2,300
EM600,EM620,2,300
EM600,EM825,2,300
EM610,EM590,2,300
EM610,EM620,2,300
EM610,EM670,2,300
EM610,EM680,2,300
EM610,EM820,2,300
EM620,EM590,2,300
EM620,EM600,2,300
EM620,EM610,2,300
EM620,EM670,2,300
EM620,EM680,2,300
EM620,EM820,2,300
EM620,EM825,2,300
EM670,EM610,2,300
EM670,EM620,2,300
EM670,EM680,2,300
EM670,EM690,2,300
EM670,EM700,2,300
